%eval_id interface              L              w              t              p              E              X              Y           mass         stress   displacement 
247          NO_ID    4.462816795    1.874602621    1.625908418            500       29000000            350            500      3.9358689     97290.8719 0.000859819881 
248          NO_ID     4.66603623    2.334820987    1.741794213            500       29000000            350            500      5.4906632     64468.4482 0.000609416167 
249          NO_ID    5.411505404    1.823133278    2.088781312            500       29000000            350            500     5.96287567     67962.7412 0.000893314045 
250          NO_ID    4.779237962    1.820093572    1.669767803            500       29000000            350            500     4.20276125     97081.7401  0.00103120438 
251          NO_ID    4.596801949    2.080533515    1.764376988            500       29000000            350            500     4.88256642     73816.0571 0.000656297917 
252          NO_ID    5.028008068    1.902001518    2.202440231            500       29000000            350            500     6.09448795     58873.2221 0.000591683504 
253          NO_ID    5.807098709    2.101366116    1.541820599            500       29000000            350            500     5.44403669     90900.1723  0.00187387954 
254          NO_ID    4.972730817    2.292172463    2.043123766            500       29000000            350            500     6.73849923     50916.1538 0.000496370302 
255          NO_ID    5.316849857    2.014021703    1.937794645            500       29000000            350            500      6.0041642     66384.8457 0.000842830624 
256          NO_ID    5.076616265    2.320572862    2.193943535            500       29000000            350            500     7.47861641     44632.8389 0.000434333165 
257          NO_ID    5.367755655     2.19967283    1.935451842            500       29000000            350            500     6.61240529     58832.5298  0.00076071255 
258          NO_ID     5.15352241    1.933036019    1.694393229            500       29000000            350            500     4.88410047       87225.57  0.00113981068 
259          NO_ID     5.32085181    2.179766274    2.372653784            500       29000000            350            500     7.96254188     43075.9077 0.000463585019 
260          NO_ID    4.621291156    2.242175825     2.38748221            500       29000000            350            500     7.15812713     40969.1883 0.000284782703 
261          NO_ID    4.820306191    2.088785877    2.229320981            500       29000000            350            500     6.49482446     50489.2626 0.000426881522 
262          NO_ID    5.257764006    1.777536833    1.892552945            500       29000000            350            500     5.11792599     82238.4847  0.00106199515 
263          NO_ID    4.135094377    2.248994181    1.733061897            500       29000000            350            500     4.66352273     68369.2407 0.000451093333 
264          NO_ID    4.052001779    1.839930031    2.049394549            500       29000000            350            500     4.42102304     69089.6996  0.00038371062 
265          NO_ID    5.578566164    2.091788095    1.730736786            500       29000000            350            500      5.8438299     75608.8017  0.00122427271 
266          NO_ID    4.862918676    2.111026609    2.232465813            500       29000000            350            500     6.63134767     49621.9836 0.000428818043 
267          NO_ID     5.09610596    2.041212143    1.999890977            500       29000000            350            500     6.01948283     61948.9774 0.000673519969 
268          NO_ID     3.94680117    2.470227205    2.134940182            500       29000000            350            500     6.02274015     42764.6336 0.000199046873 
269          NO_ID    5.644436515    1.872439913    1.808652697            500       29000000            350            500     5.53107986     82095.0184   0.0013371069 
270          NO_ID    4.895564069    2.108369492    1.949194855            500       29000000            350            500     5.82144749     61687.5902 0.000603907809 
271          NO_ID    4.799060833    1.992145809    1.852642107            500       29000000            350            500     5.12501539     72436.7906 0.000703412964 
272          NO_ID    4.959685942    2.105198738    2.478797659            500       29000000            350            500      7.4888412      42308.196 0.000365668499 
273          NO_ID    4.175168222     2.11400151    1.902542996            500       29000000            350            500     4.85892301     63904.2079 0.000396342362 
274          NO_ID    4.915638979    2.316842576    2.109679574            500       29000000            350            500     6.95215216     47637.4863 0.000435383757 
275          NO_ID    4.732360839    1.939886282    2.205040425            500       29000000            350            500     5.85729295     57113.7616 0.000473846235 
276          NO_ID    4.404114552    1.743465173    1.681417532            500       29000000            350            500     3.73571487     101951.693 0.000848212892 
277          NO_ID     5.13327617    2.002660282    2.242329281            500       29000000            350            500     6.67002665     53144.0578 0.000549684029 
278          NO_ID    4.325470279    2.039425832    1.964743504            500       29000000            350            500     5.01502816     63804.6221 0.000430296172 
279          NO_ID    5.223653394    2.300357519     1.87342279            500       29000000            350            500     6.51376006      58341.431 0.000716538631 
280          NO_ID      4.3401053    1.745694949    1.829575685            500       29000000            350            500     4.01093171     89004.0595 0.000665232999 
281          NO_ID    4.658703729    2.001215351    1.990730872            500       29000000            350            500     5.37028996     64167.2386 0.000537277987 
282          NO_ID    5.243188781    2.106714088     1.82274473            500       29000000            350            500     5.82576835     68819.8216 0.000879669957 
283          NO_ID    4.839768785      2.2174399    2.186621034            500       29000000            350            500     6.79010139     47827.6151  0.00040794662 
284          NO_ID    4.726855506    1.937257239    1.890338344            500       29000000            350            500     5.00870472      72937.521 0.000668899397 
285          NO_ID    5.146597919    2.015299753    2.395006418            500       29000000            350            500     7.18774795      47540.884 0.000477505388 
286          NO_ID     5.29646312    1.749718263    2.002104104            500       29000000            350            500     5.36867358     77034.7078 0.000989848208 
287          NO_ID    5.419319672    2.096506431     2.12206814            500       29000000            350            500     6.97632268     54291.2982 0.000674222961 
288          NO_ID    4.408772361    2.191459467    1.928696242            500       29000000            350            500     5.39189242     59472.9787 0.000427586362 
289          NO_ID    4.816421222    1.953470694    1.619329858            500       29000000            350            500     4.40852138     92549.4113     0.00103083 
290          NO_ID    5.923199206    1.986902117    1.744465803            500       29000000            350            500        5.94048     80109.0467  0.00154393186 
291          NO_ID     5.36513743    2.707629952     1.65848177            500       29000000            350            500     6.97119336     57553.4517 0.000891531278 
292          NO_ID    4.964744383    1.861733777    2.154763254            500       29000000            350            500     5.76288958     62824.0092 0.000621157049 
293          NO_ID    5.092931005    1.902562908    2.226504979            500       29000000            350            500     6.24247419     57864.4816 0.000600990229 
294          NO_ID    4.388647096    2.142222163    1.774572264            500       29000000            350            500     4.82742042     70256.9779 0.000540207503 
295          NO_ID    4.901331892    1.945507687    1.962113473            500       29000000            350            500     5.41374068     68330.1981 0.000678293582 
296          NO_ID    4.997554004    2.175774186    1.691924775            500       29000000            350            500     5.32327168      74385.194 0.000887024681 
297          NO_ID    5.193291217    2.127475654    2.530759848            500       29000000            350            500     8.09066981     40350.0671 0.000394278224 
298          NO_ID    5.430999583    1.614094088     1.75897991            500       29000000            350            500      4.4616527     105896.616  0.00163546426 
299          NO_ID    5.707865888    2.139712777    1.701155251            500       29000000            350            500     6.01172985     75410.9879  0.00133134339 
300          NO_ID    4.207887458    1.784021747      2.0627977            500       29000000            350            500     4.48071339     71505.3511 0.000449419122 
301          NO_ID    5.459022253     2.21363129    1.980144143            500       29000000            350            500     6.92377938     56206.5936 0.000748229245 
302          NO_ID    4.576575608    2.352128239    1.882738704            500       29000000            350            500     5.86432397     56142.3504  0.00046155212 
303          NO_ID    5.572216716    2.093883509     2.09720504            500       29000000            350            500     7.08023502     55413.9943 0.000754896923 
304          NO_ID    4.969387957    2.021368631    1.932511663            500       29000000            350            500     5.61690159     66335.7071 0.000688714714 
305          NO_ID     5.38228102    2.028396914    1.985923207            500       29000000            350            500     6.27347292     63202.1042 0.000815096834 
306          NO_ID    4.604025579    1.864184453    2.182515244            500       29000000            350            500     5.42013572     61472.0558 0.000481285302 
307          NO_ID    5.140506166    1.725584424    2.075109945            500       29000000            350            500     5.32610194     74360.5433 0.000864520386 
308          NO_ID    4.252506325    2.329250371    1.908974426            500       29000000            350            500     5.47126207     55619.3307 0.000361676975 
309          NO_ID    5.323846982    1.885859313    1.958340707            500       29000000            350            500     5.68917605     71631.4318 0.000920565933 
310          NO_ID    4.648821161    2.232215581     1.84491018            500       29000000            350            500      5.5396263     62329.2107 0.000547912294 
311          NO_ID    5.105231635    2.051191397    2.092692889            500       29000000            350            500     6.34093648     57247.4558 0.000603984396 
312          NO_ID    5.465734065    1.798396998    1.838286953            500       29000000            350            500     5.22845817     84685.0073  0.00124881483 
313          NO_ID     5.55814244    2.262405647    2.178461147            500       29000000            350            500     7.92640454     46774.9827 0.000603576608 
314          NO_ID    5.595819209    2.062846479    1.909478621            500       29000000            350            500     6.37781106     65731.0427 0.000981159259 
315          NO_ID    4.580860618    2.025191495    1.807128538            500       29000000            350            500     4.85096882     73693.7792 0.000635016963 
316          NO_ID     5.02925016    1.961703178    1.839312322            500       29000000            350            500       5.250713     74872.6254  0.00084386976 
317          NO_ID    5.352468169    2.070696457    1.762230296            500       29000000            350            500     5.65144445     74445.2433  0.00104631482 
318          NO_ID    5.591516593    1.856136759    2.114701679            500       29000000            350            500     6.35060302     64965.8074 0.000928031053 
319          NO_ID    5.792729089    2.214499892    1.818047153            500       29000000            350            500     6.74823644     64539.8782   0.0011138629 
320          NO_ID    5.021113467     2.28951722    2.061667703            500       29000000            350            500     6.85786424     50259.4102  0.00050035363 
321          NO_ID    4.792633007    2.089546569    2.162052436            500       29000000            350            500     6.26496599     52959.8744 0.000449255406 
322          NO_ID    5.345254399    1.898897416    2.131224305            500       29000000            350            500     6.25929341     62109.2471 0.000763931356 
323          NO_ID    5.292059597    1.975529192    2.137489353            500       29000000            350            500     6.46604026     58411.3972 0.000684968316 
324          NO_ID    5.557030614    2.280521299    2.248590636            500       29000000            350            500     8.24543526     43974.8289 0.000552123481 
325          NO_ID    5.824819418    1.917550809     2.09927143            500       29000000            350            500     6.78459937     62706.2361  0.00100286619 
326          NO_ID    4.904135191    2.072512012    2.281390242            500       29000000            350            500     6.70942551     49241.7094 0.000433430473 
327          NO_ID    5.484653972    1.814521923    1.966157299            500       29000000            350            500     5.66181896     75208.0345  0.00106790811 
328          NO_ID    4.504951864    2.032055169    1.926667191            500       29000000            350            500     5.10338835      66167.747 0.000512610557 
329          NO_ID    5.846779086     2.01376996    1.986646974            500       29000000            350            500     6.76820507     63812.1877  0.00105633065 
330          NO_ID    5.865344507    1.914295533    1.944250925            500       29000000            350            500     6.31656679     70932.6064  0.00122002315 
331          NO_ID    4.730159386    1.715626952    2.089521631            500       29000000            350            500     4.90649966      74195.164 0.000672260586 
332          NO_ID    5.277919425    1.479848704    1.861736899            500       29000000            350            500     4.20750504     109995.087  0.00158471428 
333          NO_ID    4.794321373    1.911358045    1.798277559            500       29000000            350            500     4.76817495     80501.4753 0.000804375146 
334          NO_ID    5.118513088    1.870863844    1.831910201            500       29000000            350            500     5.07593962     80534.1691 0.000968411008 
335          NO_ID    4.349007172     1.96557943    2.075990048            500       29000000            350            500     5.13490314     61597.0226 0.000409271926 
336          NO_ID    5.971921269    1.628985901    1.811260748            500       29000000            350            500     5.09845559     99828.2419  0.00200679127 
337          NO_ID    5.183326587    2.008680039    2.011054946            500       29000000            350            500     6.05856177     62809.1504 0.000718135402 
338          NO_ID    5.442270532    1.803848785    1.879714843            500       29000000            350            500     5.33947419     81403.4505  0.00116552001 
339          NO_ID    4.470546383    1.774134451    1.962922684            500       29000000            350            500      4.5048112     77875.6006 0.000604752302 
340          NO_ID    5.047109197    1.764762747    2.101777142            500       29000000            350            500      5.4167895     70564.2433 0.000762576945 
341          NO_ID    5.548338927    1.810792923    1.884618365            500       29000000            350            500     5.47874965     80627.7897  0.00121958609 
342          NO_ID     5.60120103    2.359240774     2.01635203            500       29000000            350            500     7.70985212     49987.8567 0.000703780912 
343          NO_ID    4.834009541    2.069302949    2.377400541            500       29000000            350            500     6.88113698     46278.8548 0.000381455593 
344          NO_ID    4.190566169     2.04271893    1.997600008            500       29000000            350            500     4.94784531      61997.839 0.000375075239 
345          NO_ID    5.525078446    1.882670386     2.15349583            500       29000000            350            500     6.48161217     61872.7399 0.000838903465 
346          NO_ID    5.520074948    2.203612724     1.79279591            500       29000000            350            500     6.31011632     66479.1654  0.00100685949 
347          NO_ID    5.851304656    1.849804445    1.997350626            500       29000000            350            500      6.2554579     71378.9766  0.00120989042 
348          NO_ID    4.591095349    2.130967034     2.18320769            500       29000000            350            500     6.18036838     50718.3724 0.000373471615 
349          NO_ID    5.222153969      2.0619455    1.978513405            500       29000000            350            500     6.16441854     62132.4095 0.000731683126 
350          NO_ID    4.808433933    2.367965326    1.932207365            500       29000000            350            500     6.36588797     53316.9924 0.000495212773 
351          NO_ID    4.739024672    1.843709331    1.727276096            500       29000000            350            500     4.36686185     90304.9475 0.000906694516 
352          NO_ID    4.752113439    1.921920239    2.404589783            500       29000000            350            500     6.35461763     50639.5504 0.000410875393 
353          NO_ID    4.887357536    2.284693877    2.037405923            500       29000000            350            500     6.58272875     51379.1328 0.000476880386 
354          NO_ID    4.355793879    1.988268552    2.222179601            500       29000000            350            500     5.56862261     54460.4665 0.000347008305 
355          NO_ID    5.353475613    1.925063596    2.115095226            500       29000000            350            500     6.30720724     61626.6751 0.000760532528 
356          NO_ID    5.073020977    1.576273687    2.023118586            500       29000000            350            500     4.68107813     88276.1121  0.00105289894 
357          NO_ID    4.771514334    1.908979807     1.85677286            500       29000000            350            500     4.89375939     76618.3787 0.000735337191 
358          NO_ID    4.492165575    1.899492134    2.006771859            500       29000000            350            500     4.95470182     68221.4336 0.000516819754 
359          NO_ID    5.138765928    1.929963582    2.152548563            500       29000000            350            500     6.17713616     59739.9349 0.000644674693 
360          NO_ID    5.086246379    2.169106426    1.956521335            500       29000000            350            500     6.24581489     58942.7763 0.000642821783 
361          NO_ID    4.431698477    1.846326524    2.014918623            500       29000000            350            500     4.77048451     70595.3744 0.000517425602 
362          NO_ID    4.932851513    1.788581998    1.788088766            500       29000000            350            500     4.56480509     89173.0978 0.000988017024 
363          NO_ID    5.667989838    1.972781118    1.677130646            500       29000000            350            500     5.42626659     86237.2732  0.00151225508 
364          NO_ID    4.705989792    2.065453478    2.254141808            500       29000000            350            500     6.33977578     50423.0571 0.000395572375 
365          NO_ID    5.161570054    2.309802472    2.008579785            500       29000000            350            500      6.9290233      51790.094 0.000573287713 
366          NO_ID    5.275106953    1.715116333    2.195882123            500       29000000            350            500      5.7485742     68785.6435 0.000848460862 
367          NO_ID    5.046608971     1.97148606    2.572526933            500       29000000            350            500     7.40592931     43996.1836 0.000410880748 
368          NO_ID    6.112426371    1.863500536    1.989932174            500       29000000            350            500     6.55854802     71044.5037  0.00137236853 
369          NO_ID    4.813651327    1.658017666    2.233519236            500       29000000            350            500      5.1579811     70472.4135 0.000673159428 
370          NO_ID    5.207708838    1.958945659    1.862634751            500       29000000            350            500     5.49823188      73520.795 0.000910563554 
371          NO_ID    5.061852055    1.589420812    2.012840874            500       29000000            350            500     4.68580328     87885.1529  0.00103747435 
372          NO_ID    4.279019255    1.666326677    2.188519426            500       29000000            350            500     4.51524229     72146.9583 0.000485002719 
373          NO_ID    5.312478318    1.696016935    2.170189591            500       29000000            350            500     5.65784828     71197.8248 0.000907288195 
374          NO_ID    4.910158893    2.029310219    1.886028224            500       29000000            350            500     5.43774005     68598.0647 0.000700786772 
375          NO_ID    5.428606075    2.430508549    1.919582748            500       29000000            350            500     7.32855895     52016.3744  0.00070027918 
376          NO_ID    5.126985635    1.969280925    2.447893839            500       29000000            350            500     7.15135966     47544.4318  0.00047396823 
377          NO_ID    4.421414501    1.830587002    2.112999905            500       29000000            350            500     4.94854301     66363.3753 0.000471984251 
378          NO_ID    5.261666432    1.912264741    2.265530379            500       29000000            350            500     6.59580011     55914.2019 0.000633379344 
379          NO_ID    4.768494875    1.938435252    2.052291692            500       29000000            350            500     5.48905993     63976.3316 0.000567261859 
380          NO_ID    5.626152763    2.266377839    2.066390914            500       29000000            350            500     7.62399468     50785.4418 0.000710601258 
381          NO_ID    5.339404906    1.740038934    2.199387284            500       29000000            350            500     5.91261769     67177.2327  0.00085076407 
382          NO_ID    4.919655011    1.648114177    2.033064226            500       29000000            350            500     4.76979055     82065.5583 0.000866275177 
383          NO_ID    4.694555923    1.708204901    2.188923629            500       29000000            350            500     5.07915371     69532.1449  0.00060678833 
384          NO_ID    5.716328561    1.941043108    1.942185321            500       29000000            350            500     6.23547148     69672.0966  0.00110621023 
385          NO_ID    4.532781916    2.296266424    2.174665122            500       29000000            350            500     6.54946394     45939.7218 0.000321132234 
386          NO_ID    4.295693235    2.057496033    1.576430954            500       29000000            350            500     4.03156333     90139.9917 0.000733246675 
387          NO_ID    5.170339541    1.993775857    1.970453692            500       29000000            350            500     5.87743583     65563.8572 0.000757005586 
388          NO_ID    4.305818788     2.09243848    1.872496302            500       29000000            350            500     4.88152684     66505.8109 0.000459432696 
389          NO_ID    4.567727483    1.955380346    1.835453825            500       29000000            350            500     4.74352464       75464.62 0.000638666307 
390          NO_ID    4.987436997    2.187142738    2.032003629            500       29000000            350            500     6.41365057     54823.9769 0.000544743944 
391          NO_ID    4.957836944    2.227625619    1.814057003            500       29000000            350            500     5.79711131     64252.2632 0.000696770508 
392          NO_ID    4.223922813      2.2059266    2.080578773            500       29000000            350            500     5.60941357     52158.9084 0.000308172812 
393          NO_ID    5.055353668    2.034489688    1.821230734            500       29000000            350            500     5.41998736     72314.1334 0.000831269882 
394          NO_ID    4.785072525    2.133343909    2.105948719            500       29000000            350            500     6.22047365     53618.0766  0.00045904821 
395          NO_ID    4.701173803    2.086378199    1.950988465            500       29000000            350            500     5.53707379     62503.6513 0.000542240765 
396          NO_ID    5.618122162    1.603872742    2.058700877            500       29000000            350            500     5.36760564     83787.0718   0.0013339656 
397          NO_ID    5.288333881    1.998048374    1.905112889            500       29000000            350            500     5.82467699     68980.1686 0.000875101856 
398          NO_ID    4.821657247    2.055921432    2.336170089            500       29000000            350            500     6.70090674     48003.3615 0.000397530895 
399          NO_ID     4.00311366    2.087734385    2.045415076            500       29000000            350            500     4.94630491     57901.7791 0.000298338258 
400          NO_ID    4.806632244    1.867312653    2.090806246            500       29000000            350            500       5.429977     65556.8679 0.000597039411 
